Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[2004, 2008]	деннетт	Q215263	Деннет, Дэниел	P166	полученные награды	Премия Ричарда Докинза	0	0	0	0	2007-01-01
1961	джабалпур	Q632093	Джабалпур	P131	административно-территориальная единица	Jubbulpore Division	0	0	1861-01-01	1947-08-14	0
1961	джабалпур	Q200878	Джабалпур	P131	административно-территориальная единица	Джабалпур	0	0	1861-01-01	0	0
[2003, 2005]	дрожжино	Q4168398	Дрожжино	P131	административно-территориальная единица	Дрожжинское сельское поселение	0	0	2004-12-02	0	0
[1992, 1996]	дапкунать	Q435437	Ингеборга Дапкунайте	P166	полученные награды	Государственная премия Российской Федерации	0	0	0	0	1995-01-01
1979	дюря	Q368914	Дюрей, Луи	P570	дата смерти	0	0	1979-07-03	0	0	0
[1934, 1937]	девиссон	Q133222	Дэвиссон, Клинтон Джозеф	P166	полученные награды	медаль Хьюза	0	0	0	0	1935-01-01
[1934, 1937]	девиссон	Q133222	Дэвиссон, Клинтон Джозеф	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1934-01-01
[1934, 1937]	девиссон	Q133222	Дэвиссон, Клинтон Джозеф	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1936-01-01
1928	девиссон	Q133222	Дэвиссон, Клинтон Джозеф	P166	полученные награды	Премия Комстока	0	0	0	0	1928-01-01
[1926, 1930]	девиссон	Q133222	Дэвиссон, Клинтон Джозеф	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1929-01-01
[1957, 1962]	девиссон	Q133222	Дэвиссон, Клинтон Джозеф	P570	дата смерти	0	0	1958-02-01	0	0	0
[2000, 2008]	демоскоп	Q4157690	Демоскоп Weekly	P123	издатель	Фонд Макартуров	0	0	0	0	2004-01-01
[2000, 2008]	демоскоп	Q4157690	Демоскоп Weekly	P123	издатель	Российский гуманитарный научный фонд	0	0	0	0	2004-01-01
[2000, 2008]	демоскоп	Q4157690	Демоскоп Weekly	P123	издатель	ЮНЕСКО	0	0	0	0	2001-01-01
[2000, 2008]	демоскоп	Q4157690	Демоскоп Weekly	P571	дата основания/создания/возникновения	0	0	2001-01-01	0	0	0
[2000, 2008]	демоскоп	Q4157690	Демоскоп Weekly	P123	издатель	Фонд ООН в области народонаселения	0	0	0	0	2001-01-01
[2000, 2002]	дорогожичи	Q2107939	Дорогожичи	P571	дата основания/создания/возникновения	0	0	2000-01-01	0	0	0
[2000, 2002]	дорогожичи	Q2107939	Дорогожичи	P1619	дата официального открытия	0	0	2000-03-30	0	0	0
2000	дизендорф	Q665512	Асперхофен	P463	участник организации или клуба	Climate Alliance	0	0	1998-01-01	0	0
2006	джуссани	Q982531	Джуссани, Луиджи	P570	дата смерти	0	0	2005-02-22	0	0	0
2009	докинза	Q44461	Ричард Докинз	P166	полученные награды	почётный доктор Университета Валенсии	0	0	0	0	2009-01-01
2009	докинза	Q44461	Ричард Докинз	P166	полученные награды	премия Ниренберга	0	0	0	0	2009-01-01
[2000, 2001]	докинза	Q44461	Ричард Докинз	P166	полученные награды	Tinbergen Lecture	0	0	0	0	2000-01-01
[1994, 1998]	докинза	Q44461	Ричард Докинз	P166	полученные награды	International Cosmos Prize	0	0	0	0	1997-01-01
[1994, 1998]	докинза	Q44461	Ричард Докинз	P166	полученные награды	Гуманист года	0	0	0	0	1996-01-01
2009	докинза	Q44461	Ричард Докинз	P69	учебное заведение	Oundle School	0	0	1954-01-01	1959-01-01	0
[1934, 1939]	джиок	Q110073	Джиок, Уильям Фрэнсис	P166	полученные награды	медаль Эллиота Крессона	0	0	0	0	1937-01-01
[1981, 1983]	джиок	Q110073	Джиок, Уильям Фрэнсис	P570	дата смерти	0	0	1982-03-28	0	0	0
[1934, 1939]	джиок	Q110073	Джиок, Уильям Фрэнсис	P1411	номинирован на	Нобелевская премия по химии	0	0	0	0	1936-01-01
[1934, 1939]	джиок	Q110073	Джиок, Уильям Фрэнсис	P1411	номинирован на	Нобелевская премия по химии	0	0	0	0	1937-01-01
1983	дервоед	Q4158710	Дервоед, Артём Владимирович	P569	дата рождения	0	0	1981-10-25	0	0	0
1961	дхаулагирь	Q165440	Дхаулагири	P793	ключевое событие	первое восхождение	0	0	0	0	1960-05-13
[1966, 1972]	джинджихашвили	Q709682	Джинджихашвили, Роман Яковлевич	P2962	шахматный титул	международный мастер	0	0	1970-01-01	0	0
[1989, 1993]	дурдинец	Q964173	Дурдинец, Василий Васильевич	P39	занимаемая должность	народный депутат Украины	0	0	1990-05-15	1994-05-10	0
[1995, 1997]	дурдинец	Q964173	Дурдинец, Василий Васильевич	P39	занимаемая должность	народный депутат Украины	0	0	1994-05-11	1996-09-03	0
2004	дютра	Q32484	Дютру, Марк	P1399	осуждён за	изнасилование	0	0	0	0	2004-01-01
2004	дютра	Q32484	Дютру, Марк	P1399	осуждён за	похищение человека	0	0	0	0	2004-01-01
2004	дютра	Q32484	Дютру, Марк	P1399	осуждён за	убийство	0	0	0	0	2004-01-01
[1996, 1999]	дютра	Q32484	Дютру, Марк	P2632	место содержания под стражей	Jamioulx prison	0	0	1995-12-06	1996-03-20	0
2004	дютра	Q32484	Дютру, Марк	P2632	место содержания под стражей	Nivelles prison	0	0	2004-01-01	0	0
2004	дютра	Q32484	Дютру, Марк	P793	ключевое событие	Судебное решение	0	0	0	0	2004-01-01
1945	дарнан	Q703281	Дарнан, Эме-Жозеф	P570	дата смерти	0	0	1945-10-10	0	0	0
1934	дрыгва	Q27042852	Трясина	P577	дата публикации	0	0	1933-01-01	0	0	0
1928	джульяно	Q1058649	Джульяно	P571	дата основания/создания/возникновения	0	0	1928-01-01	0	0	0
2006	дрегать	Q29405041	Дрёгла	P131	административно-территориальная единица	Батецкое сельское поселение	0	0	2005-01-01	0	0
2006	дрегать	Q29402987	Дрегли	P131	административно-территориальная единица	Любытинский район	0	0	1964-03-02	2004-12-01	0
2006	дрегать	Q29402987	Дрегли	P131	административно-территориальная единица	Неболчское сельское поселение	0	0	2004-12-02	0	0
[1974, 1975]	дартфорд	Q894082	Дартфорд	P131	административно-территориальная единица	Кент	0	0	1974-04-01	0	0
[2000, 2008]	докинс	Q44461	Ричард Докинз	P166	полученные награды	премия Шекспира	0	0	0	0	2005-01-01
[2000, 2008]	докинс	Q44461	Ричард Докинз	P166	полученные награды	медаль президента Итальянской Республики	0	0	0	0	2001-01-01
[2000, 2008]	докинс	Q44461	Ричард Докинз	P166	полученные награды	премия Кистлера	0	0	0	0	2001-01-01
[2000, 2008]	докинс	Q44461	Ричард Докинз	P166	полученные награды	член Лондонского королевского общества	0	0	0	0	2001-01-01
[2000, 2008]	докинс	Q44461	Ричард Докинз	P166	полученные награды	Tinbergen Lecture	0	0	0	0	2000-01-01
[1994, 1997]	докинс	Q44461	Ричард Докинз	P166	полученные награды	Гуманист года	0	0	0	0	1996-01-01
[2000, 2008]	докинс	Q44461	Ричард Докинз	P166	полученные награды	премия Люьиса Томаса	0	0	0	0	2006-01-01
1999	дагдизель	Q1974468	Дагдизель	P571	дата основания/создания/возникновения	0	0	1949-01-01	0	0	0
