Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
1946	глубокий поток	Q751858	Глубокий Поток	P571	дата основания/создания/возникновения	0	0	1946-01-01	0	0	0
[1939, 1943]	глубокий сон	Q1649862	Глубокий сон	P577	дата публикации	0	0	1939-01-01	0	0	0
[2004, 2009]	глубокий течение	Q4140158	Глубокое течение	P577	дата публикации	0	0	2005-01-01	0	0	0
[2004, 2009]	глубокий фильм	Q4140158	Глубокое течение	P577	дата публикации	0	0	2005-01-01	0	0	0
[1999, 2002]	глубоководный аппарат	Q3679466	Консул (глубоководный аппарат)	P729	дата принятия в эксплуатацию	0	0	2001-01-01	0	0	0
1966	глубоковский район	Q893317	Глубоковский район	P571	дата основания/создания/возникновения	0	0	1964-12-31	0	0	0
[1949, 1957]	глубокский район	Q2092119	Глубокский район	P131	административно-территориальная единица	Молодечненская область	0	0	1954-01-08	1960-01-20	0
[1949, 1957]	глубокский район	Q2092119	Глубокский район	P131	административно-территориальная единица	Полоцкая область	0	0	1944-09-20	1954-01-08	0
[1951, 1956]	глусский район	Q2024375	Глусский район	P131	административно-территориальная единица	Бобруйская область	0	0	1944-09-20	1954-01-08	0
[1951, 1956]	глусский район	Q2024375	Глусский район	P131	административно-территориальная единица	Минская область	0	0	1954-01-08	1960-01-23	0
[2003, 2004]	глухов с	Q4140274	Глухов, Максим Степанович	P570	дата смерти	0	0	2003-10-27	0	0	0
1937	глухов с	Q4140274	Глухов, Максим Степанович	P569	дата рождения	0	0	1937-11-23	0	0	0
1930	глуховский округ	Q4140324	Глуховский округ	P576	дата прекращения существования	0	0	1930-06-13	0	0	0
1927	глуховский округ	Q4140324	Глуховский округ	P131	административно-территориальная единица	Украинская Советская Социалистическая Республика	0	0	1925-08-01	1930-06-13	0
1927	глуховский округ	Q4140324	Глуховский округ	P131	административно-территориальная единица	Черниговская губерния	0	0	1923-04-12	1925-07-31	0
1927	глуховский округ	Q4140324	Глуховский округ	P36	столица	Новгород-Северский	0	0	1923-04-12	1925-08-18	0
1927	глуховский округ	Q4140324	Глуховский округ	P36	столица	Глухов	0	0	1925-08-19	1930-06-13	0
1925	глуховский уезд	Q12096204	Глуховский уезд	P576	дата прекращения существования	0	0	1923-03-07	0	0	0
1925	глуховский уезд	Q12096204	Глуховский уезд	P131	административно-территориальная единица	Черниговская губерния	0	0	1802-03-11	1923-03-07	0
1925	глуховский уезд	Q12096204	Глуховский уезд	P17	государство	СССР	0	0	1922-12-30	1923-03-07	0
[1924, 1926]	глухой игра	Q498635	Сурдлимпийские игры	P571	дата основания/создания/возникновения	0	0	1924-01-01	0	0	0
[1933, 1935]	глухой украинский	Q4470665	Украинское общество глухих	P571	дата основания/создания/возникновения	0	0	1933-01-01	0	0	0
[2006, 2007]	глушанин е	Q4140348	Глушанин, Евгений Павлович	P570	дата смерти	0	0	2006-05-25	0	0	0
[1966, 1975]	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	орден Ленина	0	0	0	0	1968-08-30
1973	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	орден Октябрьской Революции	0	0	0	0	1971-04-26
[1980, 1985]	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	Государственная премия СССР	0	0	0	0	1984-01-01
[1955, 1961]	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1956-04-20
[1955, 1961]	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1956-04-20
[1955, 1961]	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	орден Ленина	0	0	0	0	1956-04-20
[1966, 1975]	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	Государственная премия СССР	0	0	0	0	1967-01-01
[1955, 1961]	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	орден Ленина	0	0	0	0	1958-09-01
[1955, 1961]	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	Золотая медаль имени К. Э. Циолковского	0	0	0	0	1958-01-01
[1955, 1961]	глушко в	Q342397	Валентин Петрович Глушко	P166	полученные награды	Ленинская премия	0	0	0	0	1957-01-01
2008	глушко валентин	Q342397	Валентин Петрович Глушко	P166	полученные награды	Золотая медаль имени К. Э. Циолковского	0	0	0	0	1958-01-01
2008	глушко валентин	Q342397	Валентин Петрович Глушко	P569	дата рождения	0	0	1908-09-02	0	0	0
2008	глушко валентин	Q342397	Валентин Петрович Глушко	P166	полученные награды	орден Ленина	0	0	0	0	1958-09-01
