Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1952, 1954]	г маленков	Q180588	Георгий Максимилианович Маленков	P166	полученные награды	орден Ленина	0	0	0	0	1952-01-01
[1973, 1983]	г марков	Q312925	Марков, Георгий Иванов	P570	дата смерти	0	0	1978-09-11	0	0	0
[1976, 1982]	г мюрдаль	Q152452	Мюрдаль, Гуннар	P166	полученные награды	премия имени Джавахарлала Неру	0	0	0	0	1981-01-01
